State,Party,Status,"Committee Name","Candidate Name",City,Received,Spent,District,CMTE_ID
NJ,DEM,INCUMBENT,"BONNIE WATSON COLEMAN FOR CONGRESS","COLEMAN, BONNIE WATSON",WASHINGTON,691536.38,476172.02,12,C00558437
CA,DEM,CHALLENGER,"WENDY CARRILLO FOR CONGRESS","CARRILLO DONO, WENDY MARIA","LOS ANGELES",151762.68,200570.46,34,C00629675
NM,DEM,OPEN,"ANNIE CHAVEZ FOR CONGRESS","CHAVEZ, ANN E",ALBUQUERQUE,21077.41,21077.41,01,C00650838
CA,DEM,CHALLENGER,"MARY ANN LUTZ FOR CONGRESS","LUTZ, MARY ANN",MONROVIA,53651.33,33781.17,32,C00624346
CA,DEM,CHALLENGER,RICARDO4CONGRESS,"DE LA FUENTE, RICARDO","LOS ANGELES",176031.56,176023.33,34,C00632471
CA,DEM,CHALLENGER,"TRACY VAN HOUTEN FOR CONGRESS","VAN HOUTEN, TRACY","LOS ANGELES",122626.12,122626.12,34,C00633024
IN,DEM,CHALLENGER,"CANON FOR INDIANA","CANON, DANIEL J","NEW ALBANY",453157.38,445426.05,09,C00648998
CA,DEM,CHALLENGER,"ANDRE QUINTERO FOR CONGRESS","QUINTERO, ANDRE","LONG BEACH",152203.34,52729.85,32,C00632885
CA,DEM,INCUMBENT,"NAPOLITANO FOR CONGRESS","NAPOLITANO, GRACE","EL MONTE",242693.81,114434.72,32,C00334706
CA,REP,CHALLENGER,"DAN BALL FOR CONGRESS","BALL, DAN",RIVERSIDE,19259,17307.1,36,C00657395
IN,DEM,CHALLENGER,"KYLE MOORE FOR CONGRESS","MOORE, KYLE BRENDEN",INDIANAPOLIS,6244.35,4638.68,05,C00667709
FL,DEM,OPEN,"MAGNUSON FOR CONGRESS","MAGNUSON, CAMERON",BRANDON,4507.59,4507.59,15,C00634329
IL,REP,CHALLENGER,"ALOYS RUTAGWIBIRA FOR CONGRESS","RUTAGWIBIRA, ALOYS",HAINESVILLE,320,472,10,C00656272
TX,DEM,OPEN,"MIKE WESTERGREN FOR CONGRESS","WESTERGREN, MICHAEL J","CORPUS CHRISTI",12683,9144,27,C00679779
TX,REP,CHALLENGER,"JAMES CANTU FOR CONGRESS","CANTU, JAMES","THE WOODLANDS",40000,40000,08,C00649814
CA,REP,CHALLENGER,"FRANK DEMARTINI CONGRESSIONAL CAMPAIGN COMMITTEE","DEMARTINI, FRANK","LOS ANGELES",39192.04,38881.39,43,C00656173
NV,DEM,CHALLENGER,"REUBEN FOR CONGRESS","D'SILVA, REUBEN","LAS VEGAS",88033.43,69761.47,01,C00647560
WA,REP,CHALLENGER,"EARL BOWERMAN FOR CONGRESS","BOWERMAN, EARL",CAMAS,10784.77,7336.83,03,C00670810
KY,DEM,CHALLENGER,"COMMITTEE TO ELECT PAUL WALKER","WALKER, PAUL",MURRAY,15048.97,11881.15,01,C00665679
TX,DEM,CHALLENGER,"JOHN WANNAMAKER COMMITTEE FOR CONGRESS 2018","WANNAMAKER, JOHN K","THE COLONY",93.4,148.25,26,C00649616
TX,REP,OPEN,"MITCHELL FOR CONGRESS","MITCHELL, MONTE MARK DR.","FORT WORTH",10030.25,5475.25,06,C00661694
NE,REP,INCUMBENT,"ADRIAN SMITH FOR CONGRESS","SMITH, ADRIAN",SCOTTSBLUFF,988873.69,1143868.04,03,C00412890
NJ,REP,OPEN,"FITZHERBERT FOR CONGRESS","FITZHERBERT, BRIAN THOMAS","SOMERS POINT",16980.57,16980.57,02,C00666313
MN,DEM,CHALLENGER,"ADAM JENNINGS FOR CONGRESS","JENNINGS, ADAM THOMAS","TONKA BAY",454711.24,425833.51,03,C00646570
OH,REP,INCUMBENT,"GIBBS FOR CONGRESS","GIBBS, ROBERT",LAKEVILLE,749833.39,216314.85,07,C00466516
IA,DEM,CHALLENGER,"FRERICK'S ON OUR SIDE","FRERICK, AUSTIN RONALD",WINTERSET,55240.1,55240.1,03,C00652362
CO,REP,CHALLENGER,"JOHN FIELD FOR CONGRESS","FIELD, JOHN",DENVER,100,0,01,C00651877
SC,REP,INCUMBENT,"JEFF DUNCAN FOR CONGRESS","DUNCAN, JEFFREY D MR.",LAURENS,573070.65,391493.9,03,C00460550
CO,DEM,CHALLENGER,"CHRIS KENNEDY FOR COLORADO","KENNEDY, CHRISTOPHER","GRAND JUNCTION",2494,2494,03,C00655621
NY,DEM,INCUMBENT,"CROWLEY FOR CONGRESS","CROWLEY, JOSEPH",WOODSIDE,3929558.08,3980618.55,14,C00338954
NY,REP,INCUMBENT,"TENNEY FOR CONGRESS","TENNEY, CLAUDIA",UTICA,1963251.94,1013617.43,22,C00561183
NY,REP,INCUMBENT,"KATKO FOR CONGRESS","KATKO, JOHN M",CAMILLUS,1929882.31,606523.81,24,C00556365
NY,DEM,INCUMBENT,"BRIAN HIGGINS FOR CONGRESS","HIGGINS, BRIAN",BUFFALO,831849.84,614921.87,26,C00401034
CA,REP,CHALLENGER,"BASSILIAN FOR CONGRESS","BASSILIAN, RON","LOS ANGELES",3993.34,3176.85,37,C00652222
CA,DEM,OPEN,"ANDY THORBURN FOR CONGRESS","THORBURN, ANDY",PLACENTIA,3133156.87,3097390.49,39,C00652107
CA,DEM,OPEN,"SUZI PARK LEGGETT FOR CONGRESS COMMITTEE","LEGGETT, SUZI","GARDEN GROVE",43295.81,43295.81,39,C00666768
CA,REP,CHALLENGER,"AJA SMITH FOR CONGRESS","SMITH, AJA",RIVERSIDE,25560.88,17749.99,41,C00635854
TN,REP,OPEN,"VITO FOR CONGRESS","SAGLIANO, VITO ANTHONY MR.",MASCOT,12342.35,12010.27,02,C00653824
SC,REP,CHALLENGER,"GRESSMANN FOR CONGRESS COMMITTEE","GRESSMANN, GERHARD RALF REV",ESTILL,8379.28,951.38,06,C00671990
GA,IND,CHALLENGER,"KNOW YOUR RIGHTS, VOTE FOR PATRICK","MOOREHEAD, PATRICK",HARLEM,70,54,10,C00653170
TX,DEM,CHALLENGER,"CHRISTIAN LENEIL HERNANDEZ FOR CONGRESS","HERNANDEZ, CHRISTIAN",DALLAS,100,100,09,C00650937
PA,DEM,OPEN,"CROSSEY FOR CONGRESS","CROSSEY, MICHAEL J",PITTSBURGH,36003.23,39547.23,18,C00650887
UT,DEM,CHALLENGER,"MISTY K SNOW FOR CONGRESS","SNOW, MISTY K","SALT LAKE CITY",7726.74,7685.28,02,C00636431
TX,REP,OPEN,"CARMEN FOR CONGRESS","MONTIEL, CARMEN",HOUSTON,34736.95,32228.78,29,C00663864
OK,REP,OPEN,"FRIENDS OF ANDY COLEMAN","COLEMAN, ANDY",OWASSO,404793.09,335767.49,01,C00630954
OR,REP,CHALLENGER,"GEORGE GRIFFITH ELECTION COMMITTEE","GRIFFITH, GEORGE",PORTLAND,917,729.75,01,C00673699
OR,DEM,CHALLENGER,"COMMITTEE TO ELECT DANIEL ARCANGEL FOR CONGRESS","ARCANGEL, DANIEL R",MONMOUTH,380,212.25,04,C00677435
TX,DEM,CHALLENGER,"MJ FOR TEXAS","HEGAR, MARY JENNINGS MJ","ROUND ROCK",1618359.43,746072.87,31,C00649350
GA,REP,OPEN,"ABROMS FOR CONGRESS","ABROMS, DAVID",ATLANTA,289963.29,289963.29,06,C00633198
MA,DEM,OPEN,"COMMITTEE TO ELECT STEVE KERRIGAN","KERRIGAN, STEPHEN",LANCASTER,176264.27,134402.54,03,C00658195
CA,DEM,CHALLENGER,"WENDY REED FOR CONGRESS","REED, WENDY","QUARTZ HILL",26781.37,26151.69,23,C00633172
OH,DEM,OPEN,"GODFREY FOR CONGRESS","GODFREY, AARON PAUL","NORTH OLMSTED",9803.56,9104.67,16,C00639567
MD,REP,OPEN,"LLOYD 4 CONGRESS INC","LLOYD, LISA",POTOMAC,20253,23112,06,C00658013
FL,UNK,CHALLENGER,"DON ENDRISS CAMPAIGN ACCOUNT US CONGRESS DISTRICT 23","ENDRISS, DONALD","DANIA BEACH",7617.55,7037.95,23,C00679258
CO,DEM,CHALLENGER,"BRITTANY PETTERSEN FOR COLORADO","PETTERSEN, BRITTANY LOUISE MS.",DENVER,207825.84,152316.34,07,C00637215
MI,DEM,OPEN,"DAN HABERMAN FOR CONGRESS","HABERMAN, DANIEL",TROY,265790.29,265787.69,11,C00656736
LA,LIB,CHALLENGER,"KEARNEY FOR CONGRESS 2018","KEARNEY, HOWARD",MANDEVILLE,6710,4311.66,01,C00675835
LA,REP,INCUMBENT,"MIKE JOHNSON FOR LOUISIANA","JOHNSON, JAMES MICHAEL",BENTON,898664.1,346395.84,04,C00608695
PA,DEM,OPEN,"SUSAN WILD FOR CONGRESS","WILD, SUSAN",ALLENTOWN,1100515.32,400037.65,15,C00658567
NY,REP,INCUMBENT,"DONOVAN FOR CONGRESS","DONOVAN, DAN","STATEN ISLAND",1815123.06,1605383.26,11,C00571869
NY,REP,CHALLENGER,"SAKIMA FOR CONGRESS","BROWN, SAKIMA",POUGHKEEPSIE,218634.83,226714.06,18,C00587782
OH,REP,INCUMBENT,"DAVIDSON FOR CONGRESS","DAVIDSON, WARREN",TROY,567428.79,371205.49,08,C00600718
OR,REP,INCUMBENT,"WALDEN FOR CONGRESS","WALDEN, GREGORY P. MR.","HOOD RIVER",4242647.18,2053998.28,02,C00333427
PA,REP,INCUMBENT,"BRIAN FITZPATRICK FOR CONGRESS","FITZPATRICK, BRIAN",LANGHORNE,2338452.33,832135.73,01,C00607416
FL,DEM,CHALLENGER,"DANA COTTRELL CAMPAIGN ACCOUNT","COTTRELL, DANA","SPRING HILL",21076.96,10456.99,11,C00673145
FL,NPA,CHALLENGER,"ANGELIKA PURKIS","PURKIS, ANGELIKA MRS.","NEW PORT RICHEY",7164.17,9194.54,12,C00669945
NY,DEM,CHALLENGER,"CHARLES WHALEN FOR CONGRESS","WHALEN, CHARLES",GENEVA,27770.12,27770.12,23,C00656918
PA,REP,OPEN,"BROWNING FOR CONGRESS","BROWNING, DEAN",ALLENTOWN,226600,226593.72,07,C00664466
PA,REP,OPEN,"DAN DAVID FOR CONGRESS","DAVID, DAN",HATFIELD,333635,131285.89,04,C00665331
PA,DEM,OPEN,"FRIENDS OF JESS KING","KING, JESSICA",LANCASTER,782689.51,427106.39,11,C00648774
NY,DEM,CHALLENGER,"PATRICK RYAN FOR CONGRESS","RYAN, PATRICK",KINGSTON,1739212.54,1399284.93,19,C00647115
NY,DEM,CHALLENGER,"COMMITTEE TO ELECT TEDRA COBB","COBB, TEDRA LYNNE MS.",HERMON,453301.78,360253.97,21,C00649061
TX,REP,INCUMBENT,"CONAWAY FOR CONGRESS","CONAWAY, MICHAEL HONORABLE",MIDLAND,1701959.23,1557734.21,11,C00383828
AL,REP,INCUMBENT,"ROBERT ADERHOLT FOR CONGRESS","ADERHOLT, ROBERT B. REP.",HALEYVILLE,1258842.08,725461.54,04,C00313247
OH,REP,OPEN,"BRANDON GRISEZ FOR CONGRESS","GRISEZ, BRANDON",COLUMBUS,5220,5019,12,C00631275
MN,DFL,OPEN,"FRIENDS OF DAN FEEHAN","FEEHAN, DANIEL","NORTH MANKATO",1132405.32,398653.78,01,C00649327
MN,DFL,CHALLENGER,"DEAN PHILLIPS FOR CONGRESS","PHILLIPS, DEAN",EXCELSIOR,2478333.75,1641962.98,03,C00640714
NY,DEM,CHALLENGER,"COMMITTEE TO ELECT RONALD KIM","KIM, RONALD JOSEPH MR.",QUEENSBURY,7637,2124,21,C00653956
IL,DEM,CHALLENGER,"FRIENDS OF NATHAN ARROYAVE","ARROYAVE, NATHAN",ROCKFORD,1572.2,550.9,16,C00634618
IN,REP,CHALLENGER,"ROSEANN IVANOVICH FOR CONGRESS","IVANOVICH, ROSEANN P.",MERRILLVILLE,9910.32,15391.8,01,C00672808
UT,DEM,CHALLENGER,"TOM FOR UTAH","TAYLOR, TOM","SALT LAKE CITY",11104.83,10253.92,04,C00637926
FL,DEM,CHALLENGER,"GOSAI FOR CONGRESS","GOSAI, DUSHYANT JETHAGIR DR",HERNANDO,19735,13794.1,03,C00661058
KS,REP,OPEN,"CARYN FOR CONGRESS INC","TYSON, CARYN",PARKER,604285.01,252327.32,02,C00654830
MT,LIB,CHALLENGER,"WICKS FOR FREEDOM","WICKS, MARK L",INVERNESS,6812,8599.6,00,C00635128
FL,DEM,CHALLENGER,"KARIM FOR CONGRESS","KARIM, ANNISA",NAPLES,26436,24350,25,C00675975
GA,DEM,CHALLENGER,"THE COMMITTEE TO ELECT LISA RING, LLC","RING, LISA M.","RICHMOND HILL",103756.49,91532.47,01,C00648287
WA,REP,CHALLENGER,KELLER4AMERICA,"KELLER, CRAIG",SEATTLE,3100,1855,07,C00569707
GA,REP,CHALLENGER,"THE COMMITTEE TO ELECT HERMAN WEST JR","WEST, HERMAN JR.",ALBANY,11824,4377.09,02,C00670380
MI,DEM,CHALLENGER,"ELISSA SLOTKIN FOR CONGRESS","SLOTKIN, ELISSA",HOLLY,3034436.97,657058.72,08,C00650150
MI,DEM,OPEN,"COLEMAN YOUNG FOR CONGRESS","YOUNG, COLEMAN ALEXANDER MR. II",DETROIT,30958,11580.57,13,C00665869
WV,REP,INCUMBENT,"MCKINLEY FOR CONGRESS","MCKINLEY, DAVID B. MR.",WHEELING,949839.64,486509.89,01,C00473132
AL,REP,INCUMBENT,"MIKE ROGERS FOR CONGRESS","ROGERS, MICHAEL",ANNISTON,959572.26,462188.68,03,C00367862
AL,REP,CHALLENGER,HOLTZCLAWFORCONGRESS.COM,"HOLTZCLAW, WILLIAM LOVETTE",MADISON,40972.79,40899.6,05,C00653691
CA,DEM,INCUMBENT,"ALAN LOWENTHAL FOR CONGRESS","LOWENTHAL, ALAN","LONG BEACH",568587.3,378014.38,47,C00498212
IL,REP,CHALLENGER,"KLEINE FOR CONGRESS","KLEINE, MARK A MR.",GALESBURG,563100.96,563100.96,17,C00654749
CA,REP,INCUMBENT,"PAUL COOK FOR CONGRESS","COOK, PAUL","YUCCA VALLEY",757325.27,783696.35,08,C00512202
CA,DEM,OPEN,"JAY CHEN FOR CONGRESS","CHEN, JAY","HACIENDA HEIGHTS",385047.55,119034.75,39,C00665695
TX,REP,INCUMBENT,"TEXANS FOR JODEY ARRINGTON","ARRINGTON, JODEY COOK",LUBBOCK,1053268.8,448199.46,19,C00588657
PA,REP,OPEN,"GUY FOR CONGRESS","RESCHENTHALER, GUY MR.",PITTSBURGH,436698,380119.75,14,C00657833
PA,REP,OPEN,"RICK FOR CONGRESS","SACCONE, RICK",ELIZABETH,1996774.03,1995669.82,14,C00658708
SC,DEM,CHALLENGER,"MARY GEREN FOR CONGRESS","GEREN, MARY SMITH",ANDERSON,154751.74,137866.3,03,C00636696
SC,REP,OPEN,"WILLIAM TIMMONS FOR CONGRESS","TIMMONS, WILLIAM R. IV",GREENVILLE,1419169.42,1359687.95,04,C00668491
SC,REP,OPEN,"CLAUDE SCHMID FOR CONGRESS CAMPAIGN COMMITTEE","SCHMID, CLAUDE MR.",MOORE,43084.98,45256.73,04,C00675330
UT,UNI,CHALLENGER,"ERIC ELIASON FOR CONGRESS","ELIASON, ERIC R",LOGAN,232339,37835.96,01,C00670059
UT,REP,INCUMBENT,"CURTIS FOR CONGRESS","CURTIS, JOHN",PROVO,1331934.58,1248724.84,03,C00647339
CA,DEM,CHALLENGER,"COMMITTEE TO ELECT DIEDRA GREENAWAY FOR CONGRESS 2018","GREENAWAY, DIEDRA MICHELLE",LANCASTER,4257.48,4257.48,25,C00656355
UT,REP,CHALLENGER,"FRIENDS OF CHRIS HERROD FOR CONGRESS","HERROD, CHRISTOPHER NILES",PROVO,259379.22,255189.48,03,C00679100
UT,REP,CHALLENGER,"FRIENDS OF CHRIS HERROD FOR CONGRESS","HERROD, CHRIS NILES",PROVO,14679.55,10489.81,03,C00679100
UT,DEM,CHALLENGER,"FRIENDS OF BEN MCADAMS","MCADAMS, BEN",SLC,1677140.84,428105.94,04,C00658633
TX,DEM,CHALLENGER,"JULIE FOR TEXAS 25","OLIVER, JULIE LYNN",AUSTIN,202190.29,124044.52,25,C00661769
TX,DEM,CHALLENGER,"WILL FISHER FOR CONGRESS","FISHER, WILLIAM CARL","FLOWER MOUND",94441.14,80789.71,26,C00640896
TX,REP,CHALLENGER,"VERONICA BIRKENSTOCK FOR CONGRESS","BIRKENSTOCK, VERONICA",FRISCO,193718.19,191883.01,26,C00640953
VA,REP,INCUMBENT,"ROB WITTMAN FOR CONGRESS","WITTMAN, ROBERT J MR.",MONTROSS,1135747.14,950278.57,01,C00441014
PA,DEM,CHALLENGER,"BRENT OTTAWAY FOR CONGRESS","OTTAWAY, BRENT M",HOLLIDAYSBURG,10837.9,7183.14,13,C00674887
TX,DEM,OPEN,"TEXANS FOR TOM","WAKELY, THOMAS MR.","SAN ANTONIO",7572.37,7572.37,21,C00589374
OK,REP,OPEN,"FRIENDS OF TIM HARRIS","HARRIS, TIM",TULSA,360591.78,344446.37,01,C00637777
OK,REP,CHALLENGER,"EDWARDS FOR OK 2018","EDWARDS, DEJUAN",EDMOND,2000,1232.53,05,C00678250
AZ,DEM,OPEN,"WHEELER FOR CONGRESS","WHEELER, BRUCE",TUCSON,22362.59,11985.6,02,C00653238
NH,DEM,OPEN,"O'ROURKE FOR CONGRESS","O'ROURKE, TERENCE MURPHY",ALTON,13622.81,7918.24,01,C00658344
MN,DFL,CHALLENGER,"IAN TODD FOR CONGRESS","TODD, IAN ANDREW",ANOKA,33971.19,28504.98,06,C00646372
MO,DEM,CHALLENGER,"FARMER FOR THE OZARKS","DE LA TORRE, JOHN FARMER",SPRINGFIELD,19525.5,17167.68,07,C00651604
HI,DEM,INCUMBENT,"TULSI FOR HAWAI'I","GABBARD, TULSI",KAPOLEI,1192079.72,1009440.71,02,C00497396
AR,DEM,CHALLENGER,"CHINTAN DESAI FOR CONGRESS","DESAI, CHINTAN",HELENA,54976.38,48986.46,01,C00661371
HI,DEM,OPEN,"ERNIE MARTIN FOR CONGRESS","MARTIN, ERNEST YORIHIKO",MILILANI,378123,236947.43,01,C00665034
HI,DEM,OPEN,"BETH FUKUMOTO FOR HAWAII","FUKUMOTO, BETH",MILILANI,77066.26,72944.75,01,C00675025
AL,DEM,CHALLENGER,"COMMITTEE TO ELECT LIZZETTA MCCONNELL FOR CONGRESS","MCCONNELL, LIZZETTA HILL",MOBILE,5127,6021,01,C00678037
NE,DEM,CHALLENGER,"JESSICA MCCLURE FOR CONGRESS","MCCLURE, JESSICA",LINCOLN,29075.3,24573.65,01,C00647461
IL,REP,CHALLENGER,"WYNES FOR CONGRESS","WYNES, JEREMY","HIGHLAND PARK",426593.26,420471.04,10,C00639740
IL,GRE,CHALLENGER,"COMMITTEE TO ELECT AUXIER","AUXIER, RANDY",MURPHYBORO,8442.53,7665.64,12,C00674317
MD,REP,OPEN,"MOSSBURG FOR MARYLAND","MOSSBURG, MATT MR.",FREDERICK,11533.95,11399.24,06,C00652263
UT,REP,INCUMBENT,"FRIENDS OF MIA LOVE","LOVE, MIA","SARATOGA SPRINGS",3309541.85,2263746.96,04,C00505776
IN,REP,OPEN,"FRIENDS OF STEVE BRAUN","BRAUN, STEVEN J",ZIOSVILLE,1241320.13,1241320.13,04,C00654442
NY,REP,CHALLENGER,"BENNO FOR CONGRESS","BENNO, AMEER",BELLMORE,30266,3908.32,04,C00675587
TX,REP,CHALLENGER,"REY GONZALEZ FOR CONGRESS","GONZALEZ, REY DR.","SAN BENITO",49050.75,52341.54,34,C00607333
MT,DEM,CHALLENGER,"KELLY MCCARTHY FOR MONTANA","MCCARTHY, KELLY",BILLINGS,10610.08,10430.08,00,C00631929
SC,REP,OPEN,"SHERI FEW FOR CONGRESS","FEW, SHERI LOU MRS.",LUGOFF,76560.27,92635.27,05,C00631200
SC,DEM,CHALLENGER,"ARCHIE PARNELL FOR CONGRESS","PARNELL, ARCHIE",SUMTER,1880484.58,1475198.47,05,C00634709
TX,REP,OPEN,"SHAWN DANDRIDGE FOR CONGRESS","DANDRIDGE, JACQUES MR. JR",KENNEDALE,5126,4194.71,06,C00663138
SD,REP,OPEN,"SHANTEL KREBS FOR CONGRESS","KREBS, SHANTEL","SIOUX FALLS",682641.15,596913.28,00,C00634923
KS,REP,OPEN,"MATT BEVENS FOR CONGRESS","BEVENS, MATTHEW RYAN",TOPEKA,16100.82,11163.33,02,C00656678
AZ,IND,OPEN,"SYLVESTER FOR ARIZONA","SYLVESTER, CHRISTOPHER",GOODYEAR,8403.13,7917.18,08,C00657627
NY,DEM,OPEN,"FRIENDS OF NICHOLAS STANKEVICH","STANKEVICH, NICHOLAS RICHARD MR.",MUMFORD,98403.2,90312.47,27,C00658740
NY,NPA,OPEN,"COMMITTEE TO ELECT LARRY PIEGZA; THE","PIEGZA, LAWRENCE MARK",AMHERST,42654,4352.23,27,C00664458
NY,DEM,OPEN,"FRIENDS OF JOAN ELIZABETH SEAMANS","SEAMANS, JOAN ELIZABETH",WILLIAMSVILLE,63566,62755.04,27,C00665141
NY,DEM,OPEN,"NATE MCMURRAY FOR CONGRESS","MCMURRAY, NATHAN DOUGLAS","GRAND ISLAND",133975,52202.93,27,C00666453
FL,REP,CHALLENGER,"WAYNE LIEBNITZKY FOR CONGRESS","LIEBNITZKY, WAYNE","ST CLOUD",35750.42,7127.8,09,C00582015
TX,DEM,OPEN,"SYLVIA GARCIA FOR CONGRESS","GARCIA, SYLVIA R",HOUSTON,872971.3,723560.38,29,C00660555
FL,REP,OPEN,"COMMITTEE TO ELECT LORETTA MILLER","MILLER, LORETTA",CLERMONT,2025,1195,15,C00499194
CA,DEM,CHALLENGER,"JOHN NELSON FOR CONGRESS","NELSON, JOHN",OXNARD,17322,14217.5,26,C00655282
NY,DEM,INCUMBENT,"NADLER FOR CONGRESS","NADLER, JERROLD L.","NEW YORK",1147513.95,1213921.89,10,C00290825
NJ,REP,CHALLENGER,"JOHN MUNIZ FOR CONGRESS","MUNIZ, JOHN R","JERSEY CITY",250,0,08,C00680611
CA,DEM,CHALLENGER,"COMMITTEE TO ELECT STEPHEN R JAFFE; THE","JAFFE, STEPHEN R","SAN FRANCISCO",102388,100864.58,12,C00638775
IL,REP,CHALLENGER,"MARTER FOR CONGRESS","MARTER, JAMES THOMAS",OSWEGO,63460.98,62184.51,16,C00657361
IN,REP,OPEN,"DIEGO FOR CONGRESS","MORALES, CESAR DIEGO",PLAINFIELD,575737.99,503686.85,04,C00652792
SC,REP,OPEN,"EPLEY FOR CONGRESS","EPLEY, JAMES",GREER,101965,91366.61,04,C00675009
LA,REP,INCUMBENT,"RALPH ABRAHAM FOR CONGRESS","ABRAHAM, RALPH LEE DR. JR.",ARCHIBALD,675630.1,464087.9,05,C00563940
CA,DEM,CHALLENGER,"SCOTT MCVARISH FOR CONGRESS","MCVARISH, SCOTT","REDONDO BEACH",38075,38075,25,C00659433
CA,IND,CHALLENGER,"SHAYANI FOR CONGRESS 2018","SHAYANI, PAYAM MARK MR.",GLENDALE,112921.12,112899.27,28,C00659326
NY,REP,CHALLENGER,"ELIOT RABIN-PETER ELIOT FOR CONGRESS","RABIN, ELIOT MR.","NEW YORK",5530,4096.12,12,C00680900
TX,REP,OPEN,"BIG TROY 2018 FOR CONGRESS","RATTERREE, TROY",BURLESON,52860,52860,06,C00664771
FL,REP,OPEN,"MIKE 4 FLORIDA","OHEVZION, MICHAEL",MIAMI,149770,117141.28,27,C00672949
GA,REP,CHALLENGER,"JOE PROFIT FOR CONGRESS LLC","PROFIT, JOSEPH",MARIETTA,9200,13125.75,04,C00675777
TN,REP,CHALLENGER,"COMMITTEE TO ELECT JEREMY MASSENGALE","MASSENGALE, JEREMY MR.",CLEVELAND,1539.94,1462.58,03,C00673897
AZ,DEM,OPEN,"COMMITTEE TO ELECT SCOTT MENOR","MENOR, SCOTT A",CHANDLER,4644,7831.96,05,C00657403
MT,DEM,CHALLENGER,"MONTANANS FOR JARED","PETTINATO, JARED SCOTT MR.",BOZEMAN,89061.17,89061.17,00,C00659284
NC,REP,CHALLENGER,"ROGER ALLISON FOR CONGRESS","ALLISON, ROGER",DURHAM,9215,6228.26,01,C00670828
CA,DEM,INCUMBENT,"VARGAS FOR CONGRESS","VARGAS, JUAN CARLOS","CHULA VISTA",677927.6,614047.67,51,C00497321
GA,REP,INCUMBENT,"RICK W. ALLEN FOR CONGRESS","ALLEN, RICHARD W",AUGUSTA,758565.91,437622.68,12,C00504019
GA,REP,OPEN,"BOB GRAY FOR CONGRESS","GRAY, BOB","JOHNS CREEK",834972.21,834904,06,C00631895
CA,IND,CHALLENGER,"VOTE TERRA SNOVER","SNOVER, TERRA EVA","SAN JOSE",428,337.81,10,C00647156
CA,DEM,CHALLENGER,"SETH VAUGHN FOR CONGRESS","VAUGHN, SETH MICHAEL",SACRAMENTO,969.85,969.85,10,C00648592
TX,DEM,OPEN,"ROEL GARCIA FOR CONGRESS","GARCIA, ROEL",HOUSTON,57705.75,45025.39,29,C00661256
TX,DEM,OPEN,"AUGUSTINE REYES FOR CONGRESS","REYES, AUGUSTINE H",HOUSTON,23552.73,20278.84,29,C00666834
TX,DEM,CHALLENGER,"JON POWELL FOR CONGRESS","POWELL, JONATHAN A","TAYLOR LAKE VILLAG",85489.36,82216.12,36,C00638825
PA,DEM,CHALLENGER,"GINA CERILLI FOR CONGRESS COMMITTEE","CERILLI, GINA DOMENICA",GREENSBURG,17160,17160,18,C00658104
CA,REP,CHALLENGER,"CHRISTIAN L VALIENTE COMMITTEE TO ELECT FOR CONGRESS","VALIENTE, CHRISTIAN",UPLAND,1259,1888.87,35,C00659243
FL,REP,CHALLENGER,"SEAN BUCHAN FOR CONGRESS","BUCHAN, SEAN ALAN","WINTER HAVEN",950,950,09,C00638015
AR,DEM,CHALLENGER,"CLARKE TUCKER FOR CONGRESS","TUCKER, EVERETT CLARKE IV","LITTLE ROCK",975518.06,589126.93,02,C00671156
KS,REP,OPEN,"FIELDS FOR CONGRESS","FIELDS, VERNON JAMES",BASEHOR,20496.92,19170.98,02,C00634667
MN,REP,CHALLENGER,"G RYAN FOR CONGRESS","RYAN, GREGORY",ROSEVILLE,8586.31,5852.54,04,C00607846
MN,DFL,OPEN,"KIRSTEN KENNEDY FOR CONGRESS","KENNEDY, KIRSTEN HAGEN","NORTH BRANCH",12545.41,6220.12,08,C00670927
CA,REP,CHALLENGER,"DOUG HASSETT FOR CONGRESS 2018","HASSETT, DOUGLAS","LA QUINTA",13383.37,13305.75,36,C00661363
TX,REP,INCUMBENT,"CLOUD FOR CONGRESS","CLOUD, MICHAEL",VICTORIA,415103.29,412970.79,27,C00655332
CA,DEM,OPEN,"FRIENDS OF PHIL JANOWICZ","JANOWICZ, PHIL ANDREW DR.","BUENA PARK",391040.23,387292.96,39,C00638478
CA,DEM,OPEN,"CARMONA FOR CONGRESS","CARMONA, ARTURO","LOS ANGELES",155331.16,244941.43,34,C00629865
TX,DEM,CHALLENGER,"FRIENDS OF RICK TREVINO","TREVINO, RICARDO JOSE JR","SAN ANTONIO",56021.38,43103.09,23,C00653915
MI,DEM,CHALLENGER,"DARLENE DOMANIK FOR CONGRESS","DOMANIK, DARLENE MARIA JD",BRIGHTON,14919.51,14919.51,08,C00634113
GA,REP,INCUMBENT,"HANDEL FOR CONGRESS, INC.","HANDEL, KAREN CHRISTINE",ROSWELL,7720836.43,6717365.06,06,C00633362
TX,DEM,CHALLENGER,"BRENT BEAL FOR CONGRESS","BEAL, BRENT",NACOGDOCHES,75207.45,74359.18,01,C00640722
NC,DEM,CHALLENGER,"COMMITTEE TO ELECT FRANK MCNEILL","MCNEILL, FRANK",ABERDEEN,360918.51,291140.08,08,C00663849
KY,DEM,CHALLENGER,"PIATT FOR CONGRESS","PIATT, PATTI",BELLEVUE,36119.61,36119.61,04,C00664607
